customer_id,age,income_ugx,credit_score,loan_amount_ugx,loan_type,loan_purpose,loan_term_months,interest_rate_annual,monthly_payment_ugx,total_repayment_ugx,total_interest_ugx,payments_made,payments_missed,employment_status,debt_to_income_ratio,existing_debt_ugx,collateral,payment_method,region,district,season,application_date,payment_history,repayment_schedule,status
322,42,4749628,667,10559459,personal,Family emergency,9,18.9,1267593,11408337,848878,5,3,Security Guard,59.4,55951133,None,Bank Transfer,Western,Kasese,N/A,2023-02-10,"Defaulted after 5 payments, 3 missed payments total","Paid months 1-5, then missed payments at months 3, 4, 5...7, 8",defaulted
323,51,9689439,554,484536187,mortgage,Commercial building,192,24.8,10214897,1961260224,1476724037,0,0,Teacher,110.4,17359759,None,Cash at Branch,Western,Kiruhura,N/A,2024-07-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
324,30,562555,787,5105875,agricultural,Land preparation,15,13.5,371826,5577390,471515,0,0,Unemployed,66.1,9718,Savings Account,Mobile Money,Northern,Maracha,Harvest Season (Sep-Nov),2023-11-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
325,66,965136,539,2680675,education,Vocational training,24,34.1,155599,3734376,1053701,0,0,Construction Worker,44.2,9755295,Business Inventory,Cash at Branch,Eastern,Manafwa,N/A,2023-04-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
326,26,2779675,522,20214127,business,Transport business,18,31.2,1420491,25568838,5354711,7,13,Civil Servant,53.6,2499660,Land Title,Salary Deduction,Eastern,Mbarara,N/A,2024-12-19,"Defaulted after 7 payments, 13 missed payments total","Paid months 1-7, then missed payments at months 1, 2, 3...17, 18",defaulted
327,57,1768300,712,126465170,mortgage,Land purchase,192,12.1,1492648,286588416,160123246,0,0,Farmer,124.3,25407198,Vehicle Logbook,SACCO Deduction,Northern,Pakwach,N/A,2024-01-05,"Application rejected, no payments made","Application rejected, no payments made",rejected
328,55,8489268,683,49890962,agricultural,Land preparation,3,21.1,17218551,51655653,1764691,0,0,Construction Worker,204.3,4555524,Vehicle Logbook,Bank Transfer,Central,Kayunga,Planting Season (Mar-May),2024-06-28,"Application rejected, no payments made","Application rejected, no payments made",rejected
329,44,951752,669,12394717,business,Working capital,60,22.8,347990,20879400,8484683,0,0,Boda Boda Rider,62.6,8928875,Vehicle Logbook,Salary Deduction,Northern,Maracha,N/A,2024-12-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
330,62,1218318,670,9173647,business,Equipment purchase,54,21.0,263987,14255298,5081651,0,0,Self-Employed,48.0,11535594,Salary Assignment,Salary Deduction,Northern,Amolatar,N/A,2024-01-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
331,46,8612034,619,22968508,agricultural,Seed and fertilizer,12,25.5,2188600,26263200,3294692,4,10,Construction Worker,45.6,62550502,None,SACCO Deduction,Western,Kazo,Dry Season (Dec-Feb),2024-06-14,"Defaulted after 4 payments, 10 missed payments total","Paid months 1-4, then missed payments at months 1, 2, 3...11, 12",defaulted
332,28,22128125,548,23029157,agricultural,Land preparation,12,37.1,2326235,27914820,4885663,12,0,Civil Servant,11.0,4033769,Mobile Money History,Salary Deduction,Western,Mitooma,Growing Season (Jun-Aug),2023-05-22,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
333,36,2220869,626,14518215,business,Restaurant equipment,30,23.4,643789,19313670,4795455,0,0,Farmer,46.3,13851232,Salary Assignment,SACCO Deduction,Eastern,Gulu,N/A,2024-12-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
334,56,5799971,565,30321192,agricultural,Seed and fertilizer,3,31.2,10637128,31911384,1590192,0,0,Healthcare Worker,192.9,19916607,Salary Assignment,SACCO Deduction,Central,Buikwe,Dry Season (Dec-Feb),2023-08-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
335,67,2547959,698,11500812,education,Boarding fees,6,20.1,2030730,12184380,683568,0,0,Boda Boda Rider,94.6,13668571,Mobile Money History,Bank Transfer,Eastern,Rwampara,N/A,2024-02-07,"Application rejected, no payments made","Application rejected, no payments made",rejected
336,48,9825587,608,8536132,personal,Medical expenses,12,23.2,803872,9646464,1110332,6,7,NGO Worker,19.4,39519380,Vehicle Logbook,SACCO Deduction,Eastern,Rubanda,N/A,2024-02-13,"Defaulted after 6 payments, 7 missed payments total","Paid months 1-6, then missed payments at months 1, 2, 3...11, 12",defaulted
337,52,2463540,553,23693945,business,Equipment purchase,48,27.8,823076,39507648,15813703,24,25,Self-Employed,49.2,14023925,SACCO Shares,Salary Deduction,Eastern,Bukwo,N/A,2024-12-02,"Defaulted after 24 payments, 25 missed payments total","Paid months 1-24, then missed payments at months 1, 2, 3...47, 48",defaulted
338,56,833672,594,2431615,agricultural,Irrigation equipment,18,29.3,168560,3034080,602465,0,0,Student,49.9,8911777,Savings Account,Cash at Branch,Central,Kayunga,Dry Season (Dec-Feb),2023-02-15,"Application rejected, no payments made","Application rejected, no payments made",rejected
339,34,791979,653,853487,personal,Medical expenses,6,19.0,150234,901404,47917,3,4,Self-Employed,43.8,7082220,Land Title,Cash at Branch,Eastern,Kiruhura,N/A,2023-12-06,"Defaulted after 3 payments, 4 missed payments total","Paid months 1-3, then missed payments at months 1, 2, 3...5, 6",defaulted
340,33,6777338,574,343206461,mortgage,Commercial building,156,26.2,7760392,1210621152,867414691,0,0,Farmer,141.5,65872032,Land Title,SACCO Deduction,Eastern,Butebo,N/A,2023-02-14,"Application rejected, no payments made","Application rejected, no payments made",rejected
341,36,697809,554,42015431,mortgage,Land purchase,108,25.9,1007188,108776304,66760873,0,0,Farmer,185.3,10289021,Business Inventory,Cash at Branch,Central,Kalangala,N/A,2023-10-27,"Application rejected, no payments made","Application rejected, no payments made",rejected
342,61,1798388,639,4964834,personal,Medical expenses,18,25.5,334816,6026688,1061854,0,0,NGO Worker,33.7,9750713,Mobile Money History,SACCO Deduction,Eastern,Bushenyi,N/A,2023-09-11,"Application rejected, no payments made","Application rejected, no payments made",rejected
343,53,2027463,639,15690928,business,Restaurant equipment,6,25.7,2814643,16887858,1196930,0,0,Student,156.6,12969288,Mobile Money History,Cash at Branch,Western,Kisoro,N/A,2023-09-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
344,44,11835529,579,591813175,mortgage,Commercial building,240,24.9,12369599,2968703760,2376890585,0,0,Civil Servant,112.5,33979847,Savings Account,Mobile Money,Northern,Yumbe,N/A,2024-11-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
345,59,10758974,582,14991129,education,University tuition,24,26.6,812184,19492416,4501287,8,19,Farmer,49.6,162894953,Mobile Money History,Bank Transfer,Western,Rukiga,N/A,2023-05-22,"Defaulted after 8 payments, 19 missed payments total","Paid months 1-8, then missed payments at months 1, 2, 3...23, 24",defaulted
346,39,4696999,638,19135010,business,Shop expansion,42,25.6,694316,29161272,10026262,0,0,SACCO Member,31.7,28653188,Vehicle Logbook,Salary Deduction,Eastern,Rwampara,N/A,2023-11-22,"Application rejected, no payments made","Application rejected, no payments made",rejected
347,29,11420934,504,10799803,education,Vocational training,42,32.7,434895,18265590,7465787,19,25,Trader,38.0,140771514,Livestock,Mobile Money,Western,Bushenyi,N/A,2024-09-12,"Defaulted after 19 payments, 25 missed payments total","Paid months 1-19, then missed payments at months 1, 2, 3...41, 42",defaulted
348,56,3473844,507,2403610,personal,Wedding costs,18,34.1,172432,3103776,700166,0,0,Farmer,25.6,25828011,Salary Assignment,Bank Transfer,Northern,Koboko,N/A,2024-04-30,"Application rejected, no payments made","Application rejected, no payments made",rejected
349,28,637264,562,1450501,education,Exam registration,6,29.8,263192,1579152,128651,0,0,Civil Servant,46.5,1191336,Vehicle Logbook,Bank Transfer,Eastern,Rukungiri,N/A,2024-09-23,"Application rejected, no payments made","Application rejected, no payments made",rejected
350,51,4419082,602,36008312,business,Transport business,42,26.1,1316414,55289388,19281076,0,0,SACCO Member,48.0,29014117,Salary Assignment,SACCO Deduction,Northern,Maracha,N/A,2024-07-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
351,53,2661530,644,8996282,personal,Debt consolidation,24,25.3,481500,11556000,2559718,6,20,NGO Worker,19.3,1151490,Mobile Money History,SACCO Deduction,Eastern,Kween,N/A,2023-02-20,"Defaulted after 6 payments, 20 missed payments total","Paid months 1-6, then missed payments at months 1, 2, 3...23, 24",defaulted
352,32,1834750,738,9574871,agricultural,Land preparation,15,16.7,711682,10675230,1100359,15,0,SACCO Member,47.6,5834015,Savings Account,SACCO Deduction,Central,Luwero,Dry Season (Dec-Feb),2024-08-22,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
353,64,4148641,688,5820464,agricultural,Storage facility,24,20.7,298231,7157544,1337080,0,0,Student,36.7,44082125,Vehicle Logbook,Cash at Branch,Eastern,Kumi,Harvest Season (Sep-Nov),2023-06-17,"Application rejected, no payments made","Application rejected, no payments made",rejected
354,65,5764967,607,5744895,education,University tuition,36,24.1,225690,8124840,2379945,36,0,Private Sector,15.4,23913911,Mobile Money History,SACCO Deduction,Eastern,Buhweju,N/A,2023-12-10,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
355,56,6259043,618,19404863,business,Shop expansion,18,24.7,1300993,23417874,4013011,0,0,Self-Employed,33.2,27896952,Savings Account,Mobile Money,Northern,Omoro,N/A,2023-01-04,"Application rejected, no payments made","Application rejected, no payments made",rejected
356,59,5102406,539,11669639,education,Exam registration,48,34.8,453371,21761808,10092169,0,0,Unemployed,49.4,74452340,Livestock,Salary Deduction,Northern,Nwoya,N/A,2024-02-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
357,48,406892,618,103528189,mortgage,Home renovation,108,22.5,2242791,242221428,138693239,0,0,Farmer,586.7,5205732,Savings Account,Bank Transfer,Eastern,Lira,N/A,2023-02-07,"Application rejected, no payments made","Application rejected, no payments made",rejected
358,29,10595172,596,529801999,mortgage,Commercial building,114,27.7,13209129,1505840706,976038707,0,0,Healthcare Worker,125.9,4675461,Savings Account,Cash at Branch,Northern,Agago,N/A,2024-08-09,"Application rejected, no payments made","Application rejected, no payments made",rejected
359,70,4409825,645,230111989,mortgage,Land purchase,126,20.4,4443088,559829088,329717099,0,0,Market Vendor,112.7,19005642,Vehicle Logbook,SACCO Deduction,Western,Rwampara,N/A,2023-10-27,"Application rejected, no payments made","Application rejected, no payments made",rejected
360,50,687748,553,104804222,mortgage,Rental property,138,24.8,2302814,317788332,212984110,0,0,Trader,342.5,1897821,SACCO Shares,Salary Deduction,Central,Masaka,N/A,2024-12-06,"Application rejected, no payments made","Application rejected, no payments made",rejected
361,58,21636406,661,1081861782,mortgage,Rental property,222,17.0,16032242,3559157724,2477295942,0,0,Student,102.9,223992373,SACCO Shares,Salary Deduction,Western,Bushenyi,N/A,2024-05-19,"Application rejected, no payments made","Application rejected, no payments made",rejected
362,31,6952210,742,7058303,agricultural,Harvest labor,12,16.5,642077,7704924,646621,12,0,Market Vendor,27.8,46540548,SACCO Shares,SACCO Deduction,Central,Mubende,Dry Season (Dec-Feb),2024-07-27,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
363,60,2343473,611,4619673,agricultural,Livestock purchase,15,25.2,362223,5433345,813672,15,0,Farmer,37.4,18523649,Land Title,Mobile Money,Western,Bundibugyo,Harvest Season (Sep-Nov),2023-01-30,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
364,31,754352,652,675460,education,Boarding fees,48,20.6,20771,997008,321548,48,0,SACCO Member,17.2,3922744,Salary Assignment,SACCO Deduction,Northern,Kwania,N/A,2023-02-27,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
365,53,2422283,675,131163533,mortgage,Home renovation,162,16.8,2052087,332438094,201274561,0,0,Trader,109.9,21918055,Savings Account,Cash at Branch,Western,Fort Portal,N/A,2024-01-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
366,60,3196126,587,210105443,mortgage,Rental property,132,26.4,4899413,646722516,436617073,30,102,Healthcare Worker,174.9,24870153,Salary Assignment,Mobile Money,Western,Bunyangabu,N/A,2023-11-06,"Defaulted after 30 payments, 102 missed payments total","Paid months 1-30, then missed payments at months 1, 2, 3...131, 132",defaulted
367,33,3234056,637,10015353,agricultural,Irrigation equipment,3,27.7,3493748,10481244,465891,0,0,Private Sector,121.3,15500054,Mobile Money History,Bank Transfer,Central,Kyankwanzi,Growing Season (Jun-Aug),2024-06-20,"Application rejected, no payments made","Application rejected, no payments made",rejected
368,39,6202045,621,5327646,personal,Medical expenses,27,22.8,254070,6859890,1532244,27,0,Security Guard,5.3,2720405,Mobile Money History,Mobile Money,Northern,Koboko,N/A,2024-12-04,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
369,58,7795837,627,12631762,personal,Home repairs,6,25.1,2262077,13572462,940700,0,0,Unemployed,78.7,139493354,Business Inventory,Bank Transfer,Central,Gomba,N/A,2023-10-21,"Application rejected, no payments made","Application rejected, no payments made",rejected
370,37,4350173,558,3427679,personal,Home repairs,15,26.6,271104,4066560,638881,4,13,Boda Boda Rider,11.6,8365098,Mobile Money History,Cash at Branch,Central,Mubende,N/A,2023-06-25,"Defaulted after 4 payments, 13 missed payments total","Paid months 1-4, then missed payments at months 1, 2, 3...14, 15",defaulted
371,24,1710386,621,3037472,education,Vocational training,6,22.1,539373,3236238,198766,3,5,NGO Worker,57.1,15758782,Group Guarantee,Mobile Money,Central,Masaka,N/A,2023-11-16,"Defaulted after 3 payments, 5 missed payments total","Paid months 1-3, then missed payments at months 1, 2, 3...5, 6",defaulted
372,41,10980227,659,549110406,mortgage,Rental property,72,19.1,12867860,926485920,377375514,0,0,Security Guard,136.1,74813465,Vehicle Logbook,SACCO Deduction,Central,Kiboga,N/A,2024-04-26,"Application rejected, no payments made","Application rejected, no payments made",rejected
373,34,16822499,736,841172588,mortgage,Rental property,108,13.6,13543198,1462665384,621492796,14,94,Construction Worker,106.2,155354314,Salary Assignment,SACCO Deduction,Western,Kasese,N/A,2024-04-17,"Defaulted after 14 payments, 94 missed payments total","Paid months 1-14, then missed payments at months 1, 2, 3...107, 108",defaulted
374,30,1731099,696,359258350,mortgage,Commercial building,84,16.4,7217700,606286800,247028450,0,0,Healthcare Worker,437.4,12737384,Mobile Money History,Mobile Money,Central,Buikwe,N/A,2024-04-17,"Application rejected, no payments made","Application rejected, no payments made",rejected
375,45,3500657,792,17672984,business,Equipment purchase,54,14.9,451121,24360534,6687550,54,0,Healthcare Worker,22.5,12092487,SACCO Shares,SACCO Deduction,Western,Kanungu,N/A,2024-07-11,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
376,64,2389598,558,9359100,personal,Wedding costs,36,26.5,379581,13664916,4305816,0,0,Boda Boda Rider,43.7,23929597,Vehicle Logbook,SACCO Deduction,Western,Mitooma,N/A,2023-03-13,"Application rejected, no payments made","Application rejected, no payments made",rejected
377,58,797316,689,1158103,education,University tuition,6,18.9,203796,1222776,64673,3,2,Trader,30.7,1462039,Savings Account,SACCO Deduction,Central,Mpigi,N/A,2024-11-28,"Defaulted after 3 payments, 2 missed payments total","Paid months 1-3, missed at months 2, 3, 4, 5",defaulted
378,40,2425138,634,2710563,education,School fees,36,24.3,106771,3843756,1133193,36,0,Teacher,20.7,14236314,Business Inventory,Mobile Money,Northern,Pader,N/A,2023-01-01,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
379,65,4006781,795,19793548,agricultural,Land preparation,3,13.7,6749070,20247210,453662,0,4,Private Sector,186.1,25538299,Group Guarantee,SACCO Deduction,Western,Bunyangabu,Dry Season (Dec-Feb),2023-07-12,"Defaulted after 0 payments, 4 missed payments total","Defaulted immediately, no payments made",defaulted
380,55,1755578,555,5717527,education,Boarding fees,18,30.0,398341,7170138,1452611,0,0,Construction Worker,47.3,15527863,Vehicle Logbook,Mobile Money,Eastern,Jinja,N/A,2024-03-23,"Application rejected, no payments made","Application rejected, no payments made",rejected
381,28,836056,552,1926277,education,Books and supplies,42,27.8,72229,3033618,1107341,42,0,Construction Worker,24.2,4680614,Salary Assignment,Bank Transfer,Northern,Apac,N/A,2024-05-25,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
382,66,2052201,572,1587497,education,Vocational training,36,29.9,67305,2422980,835483,16,24,Teacher,18.4,11193188,SACCO Shares,SACCO Deduction,Western,Kasese,N/A,2024-04-21,"Defaulted after 16 payments, 24 missed payments total","Paid months 1-16, then missed payments at months 1, 2, 3...35, 36",defaulted
383,53,492742,450,963674,education,School fees,12,33.8,95756,1149072,185398,0,0,Farmer,54.0,6134801,Land Title,Cash at Branch,Western,Kamwenge,N/A,2024-04-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
384,49,4468103,577,16309949,agricultural,Seed and fertilizer,21,31.8,1022701,21476721,5166772,0,0,Healthcare Worker,42.8,32098892,Land Title,Salary Deduction,Western,Rukungiri,Harvest Season (Sep-Nov),2024-10-06,"Application rejected, no payments made","Application rejected, no payments made",rejected
385,50,4902748,559,14526684,agricultural,Harvest labor,3,29.9,5085512,15256536,729852,0,0,Civil Servant,106.7,5222893,Business Inventory,Bank Transfer,Central,Nakasongola,Harvest Season (Sep-Nov),2023-01-15,"Application rejected, no payments made","Application rejected, no payments made",rejected
386,67,583095,632,49439828,mortgage,Commercial building,198,22.6,954859,189062082,139622254,0,0,SACCO Member,174.9,2328579,Livestock,SACCO Deduction,Eastern,Ntungamo,N/A,2023-02-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
387,41,16867749,647,84252453,business,Equipment purchase,48,27.0,2888370,138641760,54389307,0,0,Healthcare Worker,36.4,116949334,None,Bank Transfer,Eastern,Butebo,N/A,2023-02-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
388,61,1243257,770,9176341,business,Working capital,48,12.9,245723,11794704,2618363,48,0,Civil Servant,30.9,4973819,Group Guarantee,SACCO Deduction,Eastern,Buhweju,N/A,2023-01-13,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
389,38,27059921,696,30326925,agricultural,Seed and fertilizer,3,23.7,10510882,31532646,1205721,0,0,Student,70.7,310475649,Business Inventory,Cash at Branch,Northern,Adjumani,Harvest Season (Sep-Nov),2023-09-19,"Application rejected, no payments made","Application rejected, no payments made",rejected
390,61,4434029,573,21949299,business,Stock purchase,60,29.1,698049,41882940,19933641,0,0,Security Guard,38.3,36060263,Mobile Money History,Mobile Money,Eastern,Rwampara,N/A,2023-01-13,"Application rejected, no payments made","Application rejected, no payments made",rejected
391,46,508954,548,714626,education,University tuition,36,34.4,32085,1155060,440434,36,0,Boda Boda Rider,18.1,2153819,SACCO Shares,Mobile Money,Central,Kampala,N/A,2024-09-05,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
392,60,525805,659,76750537,mortgage,Land purchase,84,18.6,1640234,137779656,61029119,0,0,Private Sector,338.9,5110240,Savings Account,Cash at Branch,Eastern,Kabale,N/A,2024-10-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
393,49,21273893,514,12795641,education,Exam registration,36,31.0,550227,19808172,7012531,8,27,Security Guard,5.1,18890466,Group Guarantee,Cash at Branch,Central,Kalangala,N/A,2023-03-13,"Defaulted after 8 payments, 27 missed payments total","Paid months 1-8, then missed payments at months 1, 2, 3...34, 35",defaulted
394,51,18733338,766,25877372,education,School fees,18,10.4,1558890,28060020,2182648,18,0,Healthcare Worker,21.8,91150604,SACCO Shares,Mobile Money,Northern,Lamwo,N/A,2023-02-05,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
395,24,662769,714,4506405,education,Exam registration,6,14.6,783373,4700238,193833,0,0,Security Guard,139.5,5092732,Business Inventory,Bank Transfer,Central,Kalangala,N/A,2024-08-11,"Application rejected, no payments made","Application rejected, no payments made",rejected
396,20,4558058,582,4631184,education,Vocational training,42,28.2,174684,7336728,2705544,0,0,Unemployed,4.1,361803,SACCO Shares,Salary Deduction,Northern,Kitgum,N/A,2023-12-08,"Application rejected, no payments made","Application rejected, no payments made",rejected
397,63,1115751,482,1679067,personal,Medical expenses,18,35.1,121310,2183580,504513,0,0,Boda Boda Rider,26.7,6374346,Business Inventory,Bank Transfer,Northern,Zombo,N/A,2024-01-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
398,62,809054,728,3418227,personal,Wedding costs,33,15.9,128547,4242051,823824,18,15,SACCO Member,42.4,7734809,Livestock,Bank Transfer,Northern,Maracha,N/A,2024-02-03,"Defaulted after 18 payments, 15 missed payments total","Paid months 1-18, then missed payments at months 4, 5, 6...32, 33",defaulted
399,24,10397294,610,5749553,education,Exam registration,48,22.1,181458,8709984,2960431,0,0,Teacher,3.2,5595020,Vehicle Logbook,Bank Transfer,Central,Kalangala,N/A,2024-11-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
400,54,644303,719,3406892,personal,Medical expenses,3,14.6,1163376,3490128,83236,0,6,SACCO Member,200.2,4549668,Land Title,Bank Transfer,Northern,Adjumani,N/A,2023-11-11,"Defaulted after 0 payments, 6 missed payments total","Defaulted immediately, no payments made",defaulted
401,70,578980,492,32516883,mortgage,Rental property,72,28.7,951155,68483160,35966277,0,0,Construction Worker,186.1,4547136,Livestock,SACCO Deduction,Eastern,Gulu,N/A,2023-11-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
402,27,16608010,572,44855894,business,Working capital,6,28.3,8105045,48630270,3774376,0,0,Trader,53.2,26470518,Savings Account,Cash at Branch,Eastern,Busia,N/A,2023-09-07,"Application rejected, no payments made","Application rejected, no payments made",rejected
403,57,152411,620,33714544,mortgage,Commercial building,132,20.6,647202,85430664,51716120,0,0,Security Guard,454.0,1608777,Land Title,Bank Transfer,Central,Kampala,N/A,2023-10-18,"Application rejected, no payments made","Application rejected, no payments made",rejected
404,46,4496541,623,18595545,business,Transport business,24,25.6,998079,23953896,5358351,0,0,Market Vendor,43.1,33869974,Savings Account,Salary Deduction,Northern,Nwoya,N/A,2023-07-04,"Application rejected, no payments made","Application rejected, no payments made",rejected
405,65,2869187,583,16921309,agricultural,Livestock purchase,18,28.0,1162035,20916630,3995321,0,0,Boda Boda Rider,51.5,11358351,Vehicle Logbook,Salary Deduction,Central,Luwero,Harvest Season (Sep-Nov),2024-06-03,"Application rejected, no payments made","Application rejected, no payments made",rejected
406,34,3372871,669,3576876,personal,Home repairs,12,21.2,333400,4000800,423924,5,7,Teacher,28.2,22187892,Savings Account,Bank Transfer,Northern,Lira,N/A,2024-03-21,"Defaulted after 5 payments, 7 missed payments total","Paid months 1-5, then missed payments at months 1, 2, 3...11, 12",defaulted
407,36,1950319,534,1415196,personal,Wedding costs,36,35.5,64419,2319084,903888,36,0,Civil Servant,7.4,2881510,Mobile Money History,Mobile Money,Central,Kyankwanzi,N/A,2024-08-29,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
408,57,1416811,608,3264533,agricultural,Irrigation equipment,12,25.3,310750,3729000,464467,0,0,Market Vendor,25.9,2000712,Group Guarantee,Bank Transfer,Northern,Lamwo,Planting Season (Mar-May),2023-05-29,"Application rejected, no payments made","Application rejected, no payments made",rejected
409,33,27266960,629,15921969,education,School fees,36,23.8,622994,22427784,6505815,36,0,Self-Employed,10.1,76233809,Livestock,Cash at Branch,Western,Ntungamo,N/A,2023-10-15,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
410,28,888148,661,6822264,education,Books and supplies,18,19.4,439866,7917588,1095324,0,0,Unemployed,108.6,18894296,SACCO Shares,Bank Transfer,Eastern,Bududa,N/A,2023-08-24,"Application rejected, no payments made","Application rejected, no payments made",rejected
411,25,2094228,676,20076110,business,Transport business,60,22.3,557910,33474600,13398490,0,0,Unemployed,45.3,14031539,Livestock,Bank Transfer,Northern,Maracha,N/A,2023-08-16,"Application rejected, no payments made","Application rejected, no payments made",rejected
412,57,12170375,530,7072217,personal,Debt consolidation,3,34.4,2493837,7481511,409294,0,0,Student,45.7,110457032,Group Guarantee,SACCO Deduction,Northern,Oyam,N/A,2023-04-11,"Application rejected, no payments made","Application rejected, no payments made",rejected
413,48,2848511,497,4493589,personal,Home repairs,36,32.4,196715,7081740,2588151,36,0,NGO Worker,13.1,6334137,Livestock,Mobile Money,Western,Isingiro,N/A,2024-12-21,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
414,49,11268695,722,13414959,personal,Medical expenses,24,17.1,663911,15933864,2518905,24,0,Healthcare Worker,27.7,88659740,Salary Assignment,SACCO Deduction,Northern,Agago,N/A,2024-10-04,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
415,24,2448609,646,281660985,mortgage,Land purchase,66,21.7,7343468,484668888,203007903,0,0,Trader,309.8,8720034,Vehicle Logbook,Salary Deduction,Eastern,Bukwo,N/A,2024-06-11,"Application rejected, no payments made","Application rejected, no payments made",rejected
416,63,1108134,560,4457729,education,University tuition,36,28.5,185594,6681384,2223655,0,0,Private Sector,27.7,4375099,Mobile Money History,Mobile Money,Eastern,Namisindwa,N/A,2023-12-09,"Application rejected, no payments made","Application rejected, no payments made",rejected
417,35,4506947,744,337979630,mortgage,Home renovation,222,15.0,4510876,1001414472,663434842,0,0,Market Vendor,130.5,49381523,Business Inventory,Salary Deduction,Western,Kazo,N/A,2023-02-25,"Application rejected, no payments made","Application rejected, no payments made",rejected
418,24,1948773,629,163317776,mortgage,Land purchase,156,21.9,3169201,494395356,331077580,0,0,Unemployed,198.1,24877466,SACCO Shares,Cash at Branch,Western,Rukiga,N/A,2023-07-12,"Application rejected, no payments made","Application rejected, no payments made",rejected
419,49,809660,714,2910281,business,Equipment purchase,30,15.4,117493,3524790,614509,30,0,SACCO Member,22.8,2412933,Savings Account,Bank Transfer,Eastern,Budaka,N/A,2024-03-02,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
420,63,3053762,625,17947233,agricultural,Harvest labor,21,27.0,1081782,22717422,4770189,10,15,Unemployed,36.9,1574443,Land Title,Bank Transfer,Eastern,Gulu,Harvest Season (Sep-Nov),2024-05-12,"Defaulted after 10 payments, 15 missed payments total","Paid months 1-10, then missed payments at months 1, 2, 3...20, 21",defaulted
421,57,4723678,784,359129242,mortgage,Land purchase,144,9.2,4127558,594368352,235239110,0,0,Construction Worker,92.2,8227684,Business Inventory,Bank Transfer,Western,Rukungiri,N/A,2023-06-01,"Application rejected, no payments made","Application rejected, no payments made",rejected
422,42,1348888,760,12269063,business,Equipment purchase,54,11.7,293322,15839388,3570325,54,0,Healthcare Worker,26.1,2128861,Livestock,Mobile Money,Eastern,Masindi,N/A,2024-08-11,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
423,28,1775258,600,4714488,business,Transport business,54,25.7,148146,7999884,3285396,0,0,Self-Employed,47.5,25001890,None,Salary Deduction,Eastern,Sheema,N/A,2023-11-05,"Application rejected, no payments made","Application rejected, no payments made",rejected
424,27,25574859,697,28156725,education,Books and supplies,18,21.7,1846612,33239016,5082291,18,0,SACCO Member,11.9,43103235,Business Inventory,SACCO Deduction,Western,Kyenjojo,N/A,2024-11-13,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
425,29,11111468,671,28679669,education,University tuition,36,18.4,1042603,37533708,8854039,36,0,SACCO Member,23.8,57479594,Mobile Money History,Mobile Money,Central,Mpigi,N/A,2024-04-01,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
426,42,457706,729,5331459,business,Restaurant equipment,60,15.9,129368,7762080,2430621,60,0,Healthcare Worker,51.7,3854335,Land Title,Mobile Money,Western,Kanungu,N/A,2023-03-31,"All payments on time, loan fully repaid","All payments on time, loan fully repaid",approved
427,52,2028580,542,238748724,mortgage,Home renovation,174,33.7,6759434,1176141516,937392792,0,0,Trader,366.5,24325716,Savings Account,SACCO Deduction,Western,Rwampara,N/A,2023-01-13,"Application rejected, no payments made","Application rejected, no payments made",rejected
